Model,Dataset,Average_WER,Average_CER,Global_WER,Total_Substitutions,Total_Deletions,Total_Insertions,Total_Words
Whisper Tiny,Centro,0.47511204366369136,0.23626735063944412,0.47736916548797736,455,118,102,1414
,,
